train_family,test_family,seed,case,psi_rel_l2,velocity_rel_l2,interior_vorticity_rel_l2,divergence_core_rms,lid_derivative_rmse,primary_vortex_location_error
constant,ood_shape,ensemble,ood_shape_0004,0.3053435056719046,0.48954508768225397,0.43803266767590976,1.0213475462449728e-16,0.1925924560842107,0.125
constant,ood_shape,ensemble,ood_shape_0005,0.12093164870506802,0.23883999797288555,0.4733380066207997,1.253010099988808e-16,0.19779893894808698,0.08333333333333337
constant,ood_re,7,ood_re_0000,0.3606876568790961,0.4082797933008281,0.5490383396386685,1.6460543503755095e-16,0.1850816787827784,0.05892556509887899
constant,ood_re,7,ood_re_0001,0.2530669080282035,0.3114437689012168,0.47640652235489195,1.5131404047528305e-16,0.18941964190782928,0.05892556509887899
constant,ood_re,7,ood_re_0002,0.3254324896679732,0.3750032865509816,0.5184022396652442,1.483250162784727e-16,0.17935476393280805,0.05892556509887899
constant,ood_re,7,ood_re_0003,0.4559677741488015,0.5667663832528737,0.5743652670095984,1.1795043628628434e-16,0.16306472542273645,0.0931694990624912
constant,ood_re,7,ood_re_0004,0.2420867579621556,0.3269980583051151,0.4279993576714576,1.4802100673399743e-16,0.16170166185302468,0.05892556509887899
constant,ood_re,7,ood_re_0005,0.2800361697573282,0.3429520765522008,0.4889982980142038,1.5452122601211625e-16,0.1803234928023149,0.05892556509887899
constant,ood_re,17,ood_re_0000,0.280908798922166,0.31084396266940717,0.38988238322893004,1.1065402171571025e-16,0.2256051654949951,0.05892556509887899
constant,ood_re,17,ood_re_0001,0.17843122353765467,0.21930567753313648,0.3169320019081175,1.4634246534480972e-16,0.22944656210355252,0.05892556509887899
constant,ood_re,17,ood_re_0002,0.24387932862903117,0.27709535068828667,0.35982182979106836,1.3507587071410788e-16,0.21969342915728993,0.05892556509887899
constant,ood_re,17,ood_re_0003,0.371103984737428,0.48362151818052507,0.4334798495257347,1.204200865962516e-16,0.20331498738239273,0.0931694990624912
constant,ood_re,17,ood_re_0004,0.16559164759346923,0.24165337278512333,0.2878235645334899,1.3254097326539728e-16,0.2036072230259263,0.05892556509887899
constant,ood_re,17,ood_re_0005,0.2002828512884218,0.2453229051277944,0.32065463154795826,1.1715112753055627e-16,0.22131782151702936,0.0
constant,ood_re,27,ood_re_0000,0.40757304472754746,0.4418738924381967,0.6000960339602418,1.821120016160886e-16,0.1837514422738645,0.04166666666666674
constant,ood_re,27,ood_re_0001,0.2942042088058553,0.33822438816901074,0.5241633925982404,1.6227201298384185e-16,0.18826498560725746,0.04166666666666674
constant,ood_re,27,ood_re_0002,0.37758244399571345,0.41857808130351604,0.5736502368904794,1.5671180160265483e-16,0.17795421905510253,0.09316949906249125
